abbreviation	name	equation	reversible	compartment	lowbnd	uppbnd	obj_coef	rule	subsystem
rxn09208	Phosphatidylserine syntase (n-C16:0)	[c] : cpd00054 + cpd15419 --> cpd00067 + cpd00046 + cpd15555	Irreversible	cytosol	0	1000	0	G_PA14_62120	
rxn09209	Phosphatidylserine syntase (n-C16:1)	[c] : cpd15418 + cpd00054 --> cpd00067 + cpd00046 + cpd15556	Irreversible	cytosol	0	1000	0	G_PA14_62120	
rPY00169	Phosphatidylserine syntase (n-C18:0 18:1)	[c] : cpd00054 + cPY00126 --> cpd00067 + cpd00046 + cPY00127	Irreversible	cytosol	0	1000	0	G_PA14_62120	
rxn09210	Phosphatidylserine syntase (n-C18:0)	[c] : cpd15421 + cpd00054 --> cpd00067 + cpd00046 + cpd15557	Irreversible	cytosol	0	1000	0	G_PA14_62120	
rxn09211	Phosphatidylserine syntase (n-C18:1)	[c] : cpd15420 + cpd00054 --> cpd00067 + cpd00046 + cpd15558	Irreversible	cytosol	0	1000	0	G_PA14_62120	
rxn00912	3-methyl-2-oxobutanoate hydroxymethyltransferase	[c] : cpd00001 + cpd00125 + cpd00123 <==> cpd00087 + cpd00712	Reversible	cytosol	-1000	1000	0	G_PA14_62580	
rxn01791	Pantothenate synthase	[c] : cpd00002 + cpd00408 + cpd00085 --> cpd00067 + cpd00012 + cpd00018 + cpd00644	Irreversible	cytosol	0	1000	0	G_PA14_62590	
rxn00346	Aspartate 1-decarboxylase	[c] : cpd00067 + cpd00041 --> cpd00011 + cpd00085	Irreversible	cytosol	0	1000	0	G_PA14_62600	
rxn01977	Glucose-6-phosphate isomerase	[c] : cpd00079 <==> cpd00863	Reversible	cytosol	-1000	1000	0	G_PA14_62620	
rxn02380	G6PI2	[c] : cpd00863 <==> cpd00072	Reversible	cytosol	-1000	1000	0	G_PA14_62620	
rxn00558	Glucose-6-phosphate isomerase	[c] : cpd00079 <==> cpd00072	Reversible	cytosol	-1000	1000	0	G_PA14_62620	
rxn00747	Triose-phosphate isomerase	[c] : cpd00102 <==> cpd00095	Reversible	cytosol	-1000	1000	0	G_PA14_62830	
rxn01485	Phosphoglucosamine mutase	[c] : cpd03671 <==> cpd00288	Reversible	cytosol	-1000	1000	0	G_PA14_62840	
rxn02201	FOLD3	[c] : cpd02920 + cpd00443 --> cpd00012 + cpd00683	Irreversible	cytosol	0	1000	0	G_PA14_62850	
rxn10171	D-Lactate permease	cpd00067[e] + cpd00221[e] <==> cpd00067[c] + cpd00221[c]	Reversible	cytosol, extracellular	-1000	1000	0	G_PA14_63080	
rxn05470	Glycolate transport via proton symport, reversible	cpd00067[e] + cpd00139[e] <==> cpd00067[c] + cpd00139[c]	Reversible	cytosol, extracellular	-1000	1000	0	G_PA14_63080	
rxn05602	L lactate reversible transport via proton symport	cpd00067[e] + cpd00159[e] <==> cpd00067[c] + cpd00159[c]	Reversible	cytosol, extracellular	-1000	1000	0	G_PA14_63080	
rxn10571	Magnesium transport via ABC system	cpd00001[c] + cpd00002[c] + cpd00254[e] --> cpd00067[c] + cpd00009[c] + cpd00008[c] + cpd00254[c]	Irreversible	cytosol, extracellular	0	1000	0	G_PA14_63800	
rxn05616	MGt5	cpd00254[c] <==> cpd00254[e]	Reversible	extracellular, cytosol	-1000	1000	0	(G_PA14_63800 or G_PA14_45970 or G_PA14_52460)	
rxn06672	Biotin carboxylase	[c] : cpd00002 + cpd00242 + cpd12848 <==> cpd00067 + cpd00009 + cpd00008 + cpd12543	Reversible	cytosol	-1000	1000	0	G_PA14_64110	
rxn00832	IMP cyclohydrolase	[c] : cpd00001 + cpd00114 <==> cpd02884	Reversible	cytosol	-1000	1000	0	G_PA14_64200	
rxn03137	Phosphoribosylaminoimidazolecarboxamide formyltransferase	[c] : cpd00201 + cpd02851 <==> cpd00087 + cpd02884	Reversible	cytosol	-1000	1000	0	G_PA14_64200	
rxn02895	Phosphoribosylglycinamide synthase	[c] : cpd00002 + cpd00033 + cpd01982 --> cpd00067 + cpd00009 + cpd00008 + cpd02394	Irreversible	cytosol	0	1000	0	G_PA14_64220	
rxn05157	Urea transport via ABC system	cpd00001[c] + cpd00002[c] + cpd00073[e] --> cpd00067[c] + cpd00009[c] + cpd00008[c] + cpd00073[c]	Irreversible	cytosol, extracellular	0	1000	0	(G_PA14_64280 and G_PA14_64290 and G_PA14_64300 and G_PA14_64310)	
rxn01294	benzoylformate decarboxylase	[c] : cpd00067 + cpd01447 --> cpd00011 + cpd00225	Irreversible	cytosol	0	1000	0	G_PA14_64770	
rxn00838	Adenylosuccinate synthase	[c] : cpd00041 + cpd00114 + cpd00038 --> (2) cpd00067 + cpd00009 + cpd00031 + cpd02375	Irreversible	cytosol	0	1000	0	G_PA14_65230	
rxn02875	N-acetylmuramoyl-L-alanine amidase	[c] : cpd00001 + cpd01923 <==> cpd00035 + cpd03485	Reversible	cytosol	-1000	1000	0	G_PA14_65370	
rxn01416	thiosulfate sulfurtransferase	[c] : cpd00268 + cpd00150 <==> cpd00081 + cpd01211	Reversible	cytosol	-1000	1000	0	G_PA14_65480	
rxn10233	anteisoheptadecanoyl-phosphatidylserine decarboxylase	[c] : (2) cpd00067 + cpd15690 <==> cpd00011 + cpd15696	Reversible	cytosol	-1000	1000	0	G_PA14_65500	
rxn10236	anteisopentadecanoyl-phosphatidylserine decarboxylase	[c] : (2) cpd00067 + cpd15693 <==> cpd00011 + cpd15699	Reversible	cytosol	-1000	1000	0	G_PA14_65500	
rxn10232	isoheptadecanoyl-phosphatidylserine decarboxylase	[c] : (2) cpd00067 + cpd15689 <==> cpd00011 + cpd15695	Reversible	cytosol	-1000	1000	0	G_PA14_65500	
rxn10237	isohexadecanoyl-phosphatidylserine decarboxylase	[c] : (2) cpd00067 + cpd15694 <==> cpd00011 + cpd15700	Reversible	cytosol	-1000	1000	0	G_PA14_65500	
rxn10235	isopentadecanoyl-phosphatidylserine decarboxylase	[c] : (2) cpd00067 + cpd15692 <==> cpd00011 + cpd15698	Reversible	cytosol	-1000	1000	0	G_PA14_65500	
rxn10234	isotetradecanoyl-phosphatidylserine decarboxylase	[c] : (2) cpd00067 + cpd15691 <==> cpd00011 + cpd15697	Reversible	cytosol	-1000	1000	0	G_PA14_65500	
rxn13894	phosphatidylserine decarboxylase	[c] : cpd11455 --> cpd00011 + cpd11456	Irreversible	cytosol	0	1000	0	G_PA14_65500	
rxn09197	Phosphatidylserine decarboxylase (n-C12:0)	[c] : (2) cpd00067 + cpd15552 <==> cpd00011 + cpd15528	Reversible	cytosol	-1000	1000	0	G_PA14_65500	
rxn09198	Phosphatidylserine decarboxylase (n-C14:0)	[c] : (2) cpd00067 + cpd15553 <==> cpd00011 + cpd15529	Reversible	cytosol	-1000	1000	0	G_PA14_65500	
rxn09199	Phosphatidylserine decarboxylase (n-C14:1)	[c] : (2) cpd00067 + cpd15554 <==> cpd00011 + cpd15530	Reversible	cytosol	-1000	1000	0	G_PA14_65500	
rPY00165	Phosphatidylserine decarboxylase (n-C16:0 16:1)	[c] : cpd00067 + cPY00122 --> cpd00011 + cPY00123	Irreversible	cytosol	0	1000	0	G_PA14_65500	
rxn09200	Phosphatidylserine decarboxylase (n-C16:0)	[c] : (2) cpd00067 + cpd15555 <==> cpd00011 + cpd15531	Reversible	cytosol	-1000	1000	0	G_PA14_65500	
rxn09201	Phosphatidylserine decarboxylase (n-C16:1)	[c] : (2) cpd00067 + cpd15556 <==> cpd00011 + cpd15532	Reversible	cytosol	-1000	1000	0	G_PA14_65500	
rPY00170	Phosphatidylserine decarboxylase (n-C18:0 18:1)	[c] : cpd00067 + cPY00127 --> cpd00011 + cPY00128	Irreversible	cytosol	0	1000	0	G_PA14_65500	
rxn09202	Phosphatidylserine decarboxylase (n-C18:0)	[c] : (2) cpd00067 + cpd15557 <==> cpd00011 + cpd15533	Reversible	cytosol	-1000	1000	0	G_PA14_65500	
rxn09203	Phosphatidylserine decarboxylase (n-C18:1)	[c] : (2) cpd00067 + cpd15558 <==> cpd00011 + cpd15534	Reversible	cytosol	-1000	1000	0	G_PA14_65500	
rxn09997	4-amino-5-hydroxymethyl-2-methylpyrimidine synthetase	[c] : cpd00001 + cpd02140 <==> (2) cpd00067 + cpd00009 + (0.5) cpd00007 + cpd00229 + cpd00939	Reversible	cytosol	-1000	1000	0	G_PA14_65740	
rxn00260	Aspartate transaminase	[c] : cpd00041 + cpd00024 <==> cpd00032 + cpd00023	Reversible	cytosol	-1000	1000	0	G_PA14_65770	
rxn13878	3-deoxy-D-manno-octulosonic acid transferase	[c] : cpd17066 + cpd02546 <==> cpd00067 + cpd00046 + cpd17055	Reversible	cytosol	-1000	1000	0	G_PA14_65960	
rxn13879	3-deoxy-D-manno-octulosonic acid transferase	[c] : cpd02546 + cpd17055 <==> cpd00067 + cpd00046 + cpd17054	Reversible	cytosol	-1000	1000	0	G_PA14_65960	
rxn03916	D-glycero-D-manno-hepose 1-phosphate adenyltransferase	[c] : cpd00002 + cpd04920 <==> cpd00012 + cpd03830	Reversible	cytosol	-1000	1000	0	G_PA14_66060	
rxn03918	D-glycero-D-manno-heptose 7-phosphate kinase	[c] : cpd00002 + cpd04918 <==> cpd00008 + cpd08316	Reversible	cytosol	-1000	1000	0	G_PA14_66060	
rxn13867	alpha 1,3-glucosyltransferase	[c] : (3) cpd00026 + cpd17060 --> (3) cpd00014 + cpd17061	Irreversible	cytosol	0	1000	0	G_PA14_66230	
rxn13866	alpha 1,3-glucosyltransferase	[c] : cpd00043 + cpd17059 --> cpd00014 + cpd17060	Irreversible	cytosol	0	1000	0	G_PA14_66230	
rxn13869	b-D-glucosyltransferase	[c] : cpd00026 + cpd17062 --> cpd00014 + cpd17063	Irreversible	cytosol	0	1000	0	G_PA14_66230	
rPY00222	heptosyltransferase I	[c] : cpd03831 + cpd17054 --> cpd00008 + cpd17058	Irreversible	cytosol	0	1000	0	G_PA14_66240	
rPY00221	heptosyltransferase II	[c] : cpd03831 + cpd17058 --> cpd00008 + cpd17059	Irreversible	cytosol	0	1000	0	G_PA14_66250	
rxn01575	Isoleucine transaminase	[c] : cpd00024 + cpd00322 <==> cpd00023 + cpd00508	Reversible	cytosol	-1000	1000	0	G_PA14_66260	
rxn00903	Valine transaminase	[c] : cpd00024 + cpd00156 <==> cpd00023 + cpd00123	Reversible	cytosol	-1000	1000	0	G_PA14_66260	
rxn06077	L-methionine-S-oxide reductase (trdrd)	[c] : cpd00001 + cpd11420 + cpd00060 <==> cpd11421 + cpd01914	Reversible	cytosol	-1000	1000	0	G_PA14_66330	
rxn02268	acyl-CoA dehydrogenase (2-methylbutnoyl-CoA)	[c] : cpd00007 + (2) cpd00760 --> (2) cpd00001 + (2) cpd02125	Irreversible	cytosol	0	1000	0	G_PA14_66350	
rxn00453	O acetylhomoserine  thiol  lyase	[c] : cpd00790 + cpd00324 --> cpd00067 + cpd00029 + cpd00060	Irreversible	cytosol	0	1000	0	G_PA14_66440	
rxn02288	Uroporphyrinogen decarboxylase (uroporphyrinogen III)	[c] : (4) cpd00067 + cpd00774 <==> (4) cpd00011 + cpd02083	Reversible	cytosol	-1000	1000	0	G_PA14_66550	
rxn02212	3-dehydroquinate synthase	[c] : cpd02857 --> cpd00067 + cpd00009 + cpd00699	Irreversible	cytosol	0	1000	0	G_PA14_66600	
rxn01739	Shikimate kinase	[c] : cpd00002 + cpd00383 <==> cpd00008 + cpd02030	Reversible	cytosol	-1000	1000	0	G_PA14_66610	
rxn06432	Arginyl-tRNA synthetase	[c] : cpd00002 + cpd00051 + cpd11907 --> cpd00012 + cpd00018 + cpd12036	Irreversible	cytosol	0	1000	0	G_PA14_66750	
rxn12879	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase	[c] : cpd00017 + cpd16766 <==> cpd00067 + cpd00019 + cpd16764	Reversible	cytosol	-1000	1000	0	G_PA14_66900	
rxn09039	2-Octaprenyl-6-methoxy-benzoquinol methylase	[c] : cpd00017 + cpd15359 --> cpd00067 + cpd00019 + cpd15361	Irreversible	cytosol	0	1000	0	G_PA14_66900	
rxn02835	Phosphoribosyl-AMP cyclohydrolase	[c] : cpd00001 + cpd01777 <==> cpd02979	Reversible	cytosol	-1000	1000	0	G_PA14_66940	
rxn02834	Phosphoribosyl-ATP pyrophosphatase	[c] : cpd00001 + cpd01775 --> cpd00067 + cpd00012 + cpd01777	Irreversible	cytosol	0	1000	0	G_PA14_66950	
rxn01514	NTP9	[c] : cpd00001 + cpd00357 --> cpd00067 + cpd00009 + cpd00297	Irreversible	cytosol	0	1000	0	G_PA14_66950	
rxn01642	Imidazolonepropionase	[c] : cpd00001 + cpd02311 --> cpd00344	Irreversible	cytosol	0	1000	0	G_PA14_67250	
rxn05299	L histidine reversible transport via proton symport	cpd00067[e] + cpd00119[e] <==> cpd00067[c] + cpd00119[c]	Reversible	cytosol, extracellular	-1000	1000	0	G_PA14_67310	
rxn05494	D-alanine transport via proton symport	cpd00067[e] + cpd00117[e] --> cpd00067[c] + cpd00117[c]	Irreversible	cytosol, extracellular	0	1000	0	(G_PA14_67310 or G_PA14_54040)	
rxn12604	Urocanate transporter	cpd00067[e] + cpd00581[e] <==> cpd00067[c] + cpd00581[c]	Reversible	cytosol, extracellular	-1000	1000	0	G_PA14_67340	
rxn02085	Urocanase	[c] : cpd02311 <==> cpd00001 + cpd00581	Reversible	cytosol	-1000	1000	0	G_PA14_67350	
rxn01640	FORGLUIH	[c] : cpd00001 + cpd00344 <==> cpd00013 + cpd00770	Reversible	cytosol	-1000	1000	0	G_PA14_67440	
rxn00549	Fructose-bisphosphatase	[c] : cpd00001 + cpd00290 --> cpd00067 + cpd00009 + cpd00072	Irreversible	cytosol	0	1000	0	G_PA14_67490	
rxn01106	Phosphoglycerate mutase	[c] : cpd00482 <==> cpd00169	Reversible	cytosol	-1000	1000	0	G_PA14_67770	
rxn03175	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase	[c] : cpd02979 <==> cpd02991	Reversible	cytosol	-1000	1000	0	G_PA14_67890	
rxn02473	Imidazoleglycerol-phosphate dehydratase	[c] : cpd02843 --> cpd00001 + cpd00930	Irreversible	cytosol	0	1000	0	G_PA14_67930	
rxn01997	DTDPglucose 4,6-dehydratase	[c] : cpd00626 --> cpd00001 + cpd00521	Irreversible	cytosol	0	1000	0	G_PA14_68170	
rxn01675	Glucose-1-phosphate thymidylyltransferase	[c] : cpd00089 + cpd00357 <==> cpd00012 + cpd00626	Reversible	cytosol	-1000	1000	0	G_PA14_68200	
rxn02000	DTDP-4-dehydrorhamnose 3,5-epimerase	[c] : cpd00521 <==> cpd00522	Reversible	cytosol	-1000	1000	0	G_PA14_68210	
rxn10131	Arginine/ornithine antiporter	cpd00064[c] + cpd00051[e] <==> cpd00051[c] + cpd00064[e]	Reversible	cytosol, extracellular	-1000	1000	0	G_PA14_68300	
rxn00395	arginine deiminase	[c] : cpd00001 + cpd00051 --> cpd00013 + cpd00274	Irreversible	cytosol	0	1000	0	G_PA14_68330	
rxn00114	Carbamate kinase	[c] : cpd00011 + cpd00002 + cpd00013 <==> cpd00067 + cpd00008 + cpd00146	Reversible	cytosol	-1000	1000	0	G_PA14_68350	
rxn00137	3',5'-bisphosphate nucleotidase	[c] : cpd00001 + cpd00045 --> cpd00067 + cpd00009 + cpd00018	Irreversible	cytosol	0	1000	0	G_PA14_68370	
rxn00247	Phosphoenolpyruvate carboxykinase	[c] : cpd00067 + cpd00032 + cpd00002 --> cpd00011 + cpd00008 + cpd00061	Irreversible	cytosol	0	1000	0	G_PA14_68580	
rxn00646	Gamma-glutamylcysteine synthetase	[c] : cpd00002 + cpd00084 + cpd00023 --> cpd00067 + cpd00009 + cpd00008 + cpd00506	Irreversible	cytosol	0	1000	0	G_PA14_68730	
rxn00192	N-acetylglutamate synthase	[c] : cpd00022 + cpd00023 --> cpd00067 + cpd00010 + cpd00477	Irreversible	cytosol	0	1000	0	G_PA14_68740	
rxn00469	acetylornithine deacetylase	[c] : cpd00001 + cpd00342 <==> cpd00029 + cpd00064	Reversible	cytosol	-1000	1000	0	G_PA14_68770	
rxn08968	N-acetylornithine deacetylase	[c] : cpd00001 + cpd00918 <==> cpd00029 + cpd00858	Reversible	cytosol	-1000	1000	0	G_PA14_68770	
rxn09040	2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase	[c] : (0.5) cpd00007 + cpd15361 --> cpd15360	Irreversible	cytosol	0	1000	0	G_PA14_68955	
rxn13108	2-nonaprenyl-6-methoxyphenol hydroxylase	[c] : (0.5) cpd00007 + cpd16767 <==> cpd16766	Reversible	cytosol	-1000	1000	0	G_PA14_68980	
rxn09042	2-octaprenyl-6-methoxyphenol hydroxylase	[c] : (0.5) cpd00007 + cpd03446 --> cpd15359	Irreversible	cytosol	0	1000	0	G_PA14_68980	
rxn10165	Glycerol-3-phosphate : phosphate antiporter	cpd00009[c] + cpd00080[e] <==> cpd00080[c] + cpd00009[e]	Reversible	cytosol, extracellular	-1000	1000	0	G_PA14_69130	
rxn00029	Porphobilinogen synthase	[c] : (2) cpd00338 --> cpd00067 + (2) cpd00001 + cpd00689	Irreversible	cytosol	0	1000	0	G_PA14_69240	
rxn02264	Uroporphyrinogen-III synthase	[c] : cpd00755 <==> cpd00001 + cpd00774	Reversible	cytosol	-1000	1000	0	G_PA14_69440	
rxn00060	hydroxymethylbilane synthase	[c] : cpd00001 + (4) cpd00689 --> (4) cpd00013 + cpd00755	Irreversible	cytosol	0	1000	0	G_PA14_69450	
rxn00802	argininosuccinate lyase	[c] : cpd02152 <==> cpd00106 + cpd00051	Reversible	cytosol	-1000	1000	0	G_PA14_69500	
rxn10581	NIt5	cpd00244[c] <==> cpd00244[e]	Reversible	extracellular, cytosol	-1000	1000	0	G_PA14_69570	
rxn00313	Diaminopimelate decarboxylase	[c] : cpd00067 + cpd00516 --> cpd00011 + cpd00039	Irreversible	cytosol	0	1000	0	G_PA14_69670	
rxn01974	Diaminopimelate epimerase	[c] : cpd00504 <==> cpd00516	Reversible	cytosol	-1000	1000	0	G_PA14_69690	
rxn08262	Carnitine transporter	cpd00067[e] + cpd00266[e] <==> cpd00067[c] + cpd00266[c]	Reversible	cytosol, extracellular	-1000	1000	0	G_PA14_69850	
rxn09167	Pyruvate oxidase	[c] : cpd00001 + cpd15560 + cpd00020 --> cpd00011 + cpd15561 + cpd00029	Irreversible	cytosol	0	1000	0	G_PA14_69925	
rxn37076	pyruvate oxidase	[c] : cpd00001 + cpd01351 + cpd00020 --> cpd00011 + cJB00125 + cpd00029	Irreversible	cytosol	0	1000	0	(G_PA14_37340 or G_PA14_69925)	
rxn09177	Phosphopantothenate-cysteine ligase	[c] : cpd00084 + cpd00052 + cpd02201 --> cpd00067 + cpd00012 + cpd00046 + cpd02666	Irreversible	cytosol	0	1000	0	G_PA14_70240	
rxn02341	Phosphopantothenoylcysteine decarboxylase	[c] : cpd00067 + cpd02666 --> cpd00011 + cpd00834	Irreversible	cytosol	0	1000	0	G_PA14_70240	
rxn01519	DUTP diphosphatase	[c] : cpd00001 + cpd00358 --> cpd00067 + cpd00012 + cpd00299	Irreversible	cytosol	0	1000	0	G_PA14_70260	
rxn00704	phosphoglucomutase	[c] : cpd00089 <==> cpd00079	Reversible	cytosol	-1000	1000	0	G_PA14_70270	
rxn01329	Phosphomannomutase	[c] : cpd00235 <==> cpd00485	Reversible	cytosol	-1000	1000	0	G_PA14_70270	
rxn01917	Acetylglutamate kinase	[c] : cpd00067 + cpd00002 + cpd00477 <==> cpd00008 + cpd02552	Reversible	cytosol	-1000	1000	0	G_PA14_70280	
rxn01362	Orotate phosphoribosyltransferase	[c] : cpd00067 + cpd00012 + cpd00810 <==> cpd00247 + cpd00103	Reversible	cytosol	-1000	1000	0	G_PA14_70370	
rxn01509	Deoxyguanylate kinase (dGMP:ATP)	[c] : cpd00002 + cpd00296 <==> cpd00008 + cpd00295	Reversible	cytosol	-1000	1000	0	G_PA14_70440	
rxn00239	Guanylate kinase (GMP:ATP)	[c] : cpd00002 + cpd00126 <==> cpd00008 + cpd00031	Reversible	cytosol	-1000	1000	0	G_PA14_70440	
rxn00242	Guanosine-3',5'-bis(diphosphate) 3'-diphosphatase	[c] : cpd00001 + cpd00905 --> cpd00012 + cpd00031	Irreversible	cytosol	0	1000	0	G_PA14_70470	
rxn00966	Chorismate pyruvate lyase	[c] : cpd00216 --> cpd00020 + cpd00136	Irreversible	cytosol	0	1000	0	G_PA14_70720	
rxn03893	Hydroxybenzoate octaprenyltransferase	[c] : cpd00136 + cpd02557 --> cpd00067 + cpd00012 + cpd03443	Irreversible	cytosol	0	1000	0	G_PA14_70730	
rxn05034	4-hydroxybenzoate polyprenyltransferase	[c] : cpd00136 + cpd02172 --> cpd00067 + cpd00012 + cpd02419	Irreversible	cytosol	0	1000	0	G_PA14_70730	
rxn05638	L proline reversible transport via proton symport	cpd00067[e] + cpd00129[e] --> cpd00067[c] + cpd00129[c]	Irreversible	cytosol, extracellular	0	1000	0	G_PA14_70920	
rxn13818	cardiolipin synthase reversible	[c] : (2) cpd11652 --> cpd00100 + cpd12801	Irreversible	cytosol	0	1000	0	G_PA14_71220	
rxn10053	phosphoribosylaminoimidazole carboxylase (ATP-dependent)	[c] : cpd00001 + cpd00011 + cpd00002 + cpd02140 --> (2) cpd00067 + cpd00009 + cpd00008 + cpd02893	Irreversible	cytosol	0	1000	0	G_PA14_71600	
rxn05115	Phosphoribosylaminoimidazole carboxylase (mutase rxn)	[c] : cpd00067 + cpd11310 --> cpd02893	Irreversible	cytosol	0	1000	0	G_PA14_71620	
rxn00347	L-aspartase	[c] : cpd00041 <==> cpd00106 + cpd00013	Reversible	cytosol	-1000	1000	0	G_PA14_71650	
rxn13899	Rha-(a1,3)-GlcNac-pyrophosphorylundecaprenol synthesis	[c] : (3) cpd00067 + cpd01999 + cpd00946 --> cpd00091 + cpd17086	Irreversible	cytosol	0	1000	0	G_PA14_71910	
rxn13900	Rha-(a1,3)-Rha-(a1,3)-Rha-(a1,3)-GlcNac-pyrophosphorylundecaprenol synthesis	[c] : (6) cpd00067 + (2) cpd01999 + cpd17086 --> (2) cpd00126 + cpd17087	Irreversible	cytosol	0	1000	0	G_PA14_71920	
rxn13901	A-band O-antigen synthesis	[c] : (3) cpd00067 + cpd01999 + cpd17087 --> cpd00126 + cpd17088	Irreversible	cytosol	0	1000	0	G_PA14_71930	
rxn00642	GDP-D-mannose dehydratase	[c] : cpd00083 --> cpd00001 + cpd00900	Irreversible	cytosol	0	1000	0	G_PA14_71990	
rxn05214	citrate transport in via Mg complex	cpd00067[e] + cpd00137[e] + cpd00254[e] <==> cpd00067[c] + cpd00137[c] + cpd00254[c]	Reversible	cytosol, extracellular	-1000	1000	0	G_PA14_72170	
rxn05211	Citrate reversible transport via symport	cpd00067[e] + cpd00137[e] <==> cpd00067[c] + cpd00137[c]	Reversible	cytosol, extracellular	-1000	1000	0	G_PA14_72280	
rxn10151	Aspartate transport via proton symport (2 H)	(2) cpd00067[e] + cpd00041[e] --> (2) cpd00067[c] + cpd00041[c]	Irreversible	cytosol, extracellular	0	1000	0	G_PA14_72340	
rxn05217	L aspartate reversible transport via proton symport	cpd00067[e] + cpd00041[e] <==> cpd00067[c] + cpd00041[c]	Reversible	cytosol, extracellular	-1000	1000	0	G_PA14_72340	
rxn05297	L glutamate transport via proton symport  reversible	cpd00067[e] + cpd00023[e] <==> cpd00067[c] + cpd00023[c]	Reversible	cytosol, extracellular	-1000	1000	0	(G_PA14_72340 or G_PA14_23160)	
rxn13832	N-formyl-L-methionine transport via ABC system	cpd00001[c] + cpd00002[c] + cpd02012[e] --> cpd00067[c] + cpd00009[c] + cpd00008[c] + cpd02012[c]	Irreversible	cytosol, extracellular	0	1000	0	G_PA14_72630	
rxn00124	Pyridoxal kinase	[c] : cpd00002 + cpd00215 <==> cpd00008 + cpd00016	Reversible	cytosol	-1000	1000	0	G_PA14_72780	
rxn01807	Pyridoxamine kinase	[c] : cpd00002 + cpd00419 <==> cpd00008 + cpd00493	Reversible	cytosol	-1000	1000	0	G_PA14_72780	
rxn01396	Pyridoxine kinase	[c] : cpd00002 + cpd00263 <==> cpd00008 + cpd00478	Reversible	cytosol	-1000	1000	0	G_PA14_72780	
rxn05493	2 oxoglutarate reversible transport via symport	cpd00067[e] + cpd00024[e] <==> cpd00067[c] + cpd00024[c]	Reversible	cytosol, extracellular	-1000	1000	0	G_PA14_72960	
rxn00555	Glutamine-fructose-6-phosphate transaminase	[c] : cpd00053 + cpd00072 <==> cpd00023 + cpd00288	Reversible	cytosol	-1000	1000	0	G_PA14_73170	
rxn03638	glucosamine-1-phosphate N-acetyltransferase	[c] : cpd00022 + cpd03671 --> cpd00067 + cpd00010 + cpd02611	Irreversible	cytosol	0	1000	0	G_PA14_73220	
rxn00293	UDP-N-acetylglucosamine diphosphorylase	[c] : cpd00062 + cpd02611 <==> cpd00012 + cpd00037	Reversible	cytosol	-1000	1000	0	G_PA14_73220	
rxn05064	carbamate hydro-lyase	[c] : (2) cpd00067 + cpd01101 --> cpd00011 + cpd00013	Irreversible	cytosol	0	1000	0		
rxn05467	CO2 transporter via diffusion	cpd00011[e] <==> cpd00011[c]	Reversible	cytosol, extracellular	-1000	1000	0		
rxn05319	H2O transport via diffusion	cpd00001[e] <==> cpd00001[c]	Reversible	cytosol, extracellular	-1000	1000	0		
rxn10577	N2tr	cpd00528[e] <==> cpd00528[c]	Reversible	cytosol, extracellular	-1000	1000	0		
rxn05468	O2 transport  diffusion	cpd00007[e] <==> cpd00007[c]	Reversible	cytosol, extracellular	-1000	1000	0		
rPY00182	Cyclopropanation Cardiolipin(n-C19:0cyc)	[c] : cpd00017 + (2) cPY00141 --> (2) cpd00067 + cPY00140	Irreversible	cytosol	0	1000	0		
rxn13868	L-rhamnotransferase	[c] : (2) cpd00067 + (2) cpd02113 + cpd17061 --> (2) cpd00297 + cpd17062	Irreversible	cytosol	0	1000	0		
rPY00219	maturation of pyoverdine I	[c] : cpd00007 + cPY00163 --> cpd00001 + cPY00164	Irreversible	cytosol	0	1000	0	G_PA14_33690	
rxn13876	Pseudomonas aeruginosa LPS A-band synthesis	[c] : cpd00067 + cpd17065 + cpd17088 --> cpd02229 + cpd17056	Irreversible	cytosol	0	1000	0		
rxn13871	Pseudomonas aeruginosa LPS lumped L-ala and CONH2 addition reaction	[c] : cpd00035 + cpd00146 + cpd17064 --> cpd00001 + cpd00009 + cpd17065	Irreversible	cytosol	0	1000	0		
rPY00180	S-adenosylmethionine decarboxylase proenzyme	[c] : cpd00017 + (2) cPY00142 --> (2) cpd00067 + cPY00138	Irreversible	cytosol	0	1000	0		
rPY00166	S-Adenosylmethionine decarboxylase proenzyme (PE170cyc)	[c] : cpd00017 + cPY00123 --> cpd00067 + cPY00124	Irreversible	cytosol	0	1000	0		
rPY00171	S-Adenosylmethionine decarboxylase proenzyme (PE190cyc)	[c] : cpd00017 + cPY00128 --> cpd00067 + cPY00129	Irreversible	cytosol	0	1000	0		
rPY00174	S-Adenosylmethionine decarboxylase proenzyme (PG170cyc)	[c] : cpd00017 + cPY00131 --> cpd00067 + cPY00132	Irreversible	cytosol	0	1000	0		
rPY00177	S-Adenosylmethionine decarboxylase proenzyme (PG190cyc)	[c] : cpd00017 + cPY00134 --> cpd00067 + cPY00135	Irreversible	cytosol	0	1000	0		
rxn13926	UDP-N-acetyl-mannosamine (2NAc3N) acid (CH3C=NH) addase	[c] : cpd17094 --> cpd17093	Irreversible	cytosol	0	1000	0		
rxn02250	1,3-diaminopropane oxidase	[c] : cpd00001 + cpd00007 + cpd00726 --> cpd00025 + cpd00013 + cpd01504	Irreversible	cytosol	0	1000	0		
