id	name	subsystem
rxn05534	Dipeptide transport via ABC system  gly glu 	Transport
rxn05535	Dipeptide transport via ABC system  gly met 	Transport
rxn05538	Dipeptide transport via ABC system  gly pro L 	Transport
rxn05536	Dipeptide transport via ABC system  met ala 	Transport
rxn12848	Gly-Cys ABC transporters	Transport
rxn12849	Gly-Leu ABC transporters	Transport
rxn12850	Gly-Phe ABC transporters	Transport
rxn12851	Gly-Try ABC transporters	Transport
rJB00232	trans-4-Hydroxy-L-proline-ABC transport	Transport
rxn05195	FE3abc	Transport
rxn05466	Ammonia reversible transport	Transport
rxn09692	Choline transport via proton symport	Transport
rxn05145	Phosphate transport via ABC system	Transport
rxn10196	Teichoic acid (D-alanine substituted) export	Transport
rxn10195	Teichoic acid (glucose substituted) export	Transport
rxn10194	Teichoic acid (unsubstituted) export	Transport
rxn05605	L malate reversible transport via proton symport	Transport
rxn05654	Succinate transport via proton symport	Transport
rxn05150	Zinc transport via ABC system	Transport
rxn13918	zinc transport out via ABC system	Transport
rxn05183	D-methionine transport via ABC system	Transport
rxn05219	L-methionine transport via ABC system	Transport
rxn13865	2-oxohexanedioic acid transport in via proton symport	Transport
rxn05673	D-galacturonate transport via proton symport, reversible	Transport
rxn05574	D-glucuronate transport via proton symport, reversible	Transport
rxn10132	Cyanate transport via proton symport	Transport
rxn05508	L asparagine reversible transport via proton symport	Transport
rxn11268	phosphate ABC transporter permease protein	Transport
rxn12788	cis-Aconitate porin opdH	Transport
rxn05221	Na+/Proline-L symporter	Transport
rxn10474	COBALTt5	Transport
rxn13854	muconate transport in via proton symport	Transport
rxn05517	cadminum transport out via antiport	Transport
rxn05305	LYSt3r	Transport
rxn09653	Urea reversible transport via proton symport  2 H 	Transport
rxn05241	ILEt4	Transport
rxn05240	LEUt4	Transport
rxn05242	VALt4	Transport
rxn05627	nitrate transport in via proton symport	Transport
rxn13809	Arginine:Agmatine antiporter	Transport
rxn05687	PTRCt2	Transport
rxn10182	Putrescine/ornithine antiporter	Transport
rxn09660	SPMDt2	Transport
rxn05244	L isoleucine reversible transport via proton symport	Transport
rxn05243	L leucine reversible transport via proton symport	Transport
rxn05484	ACACt2	Transport
rxn05683	Butyrate transport via proton symport, reversible	Transport
rxn12405	transport of (r)-3-hydroxybutanoate [extraorganism-cytosol](passive)	Transport
rxn10160	D-galactonate transport via proton symport, reversible	Transport
rxn05565	Galactarate transport in via proton symport	Transport
rxn05572	D-glucarate transport via proton symport, reversible	Transport
rxn10537	GLYt4	Transport
rxn13791	2-dehydro-D-gluconate transport (irreversible)	Transport
rxn05571	D gluconate transport via proton symport	Transport
rxn10974	Tyrosine porin opdT	Transport
rxn05559	Formate transport in via proton symport	Transport
rxn13800	Aerobactin transport via ABC system	Transport
rxn05188	Ferrichrome transport via ABC system	Transport
rxn05306	L phenylalanine reversible transport via proton symport	Transport
rxn05672	D-glutamate transport in via proton symport	Transport
rxn05298	Na+/glutamate symport	Transport
rxn05595	Potassium reversible transport  via proton symport	Transport
rxn09171	Sodium-propionate symporter	Transport
rxn13920	Alginate production outer membrane protein	Transport
rxn05581	Glycerol transport via channel	Transport
rxn05516	CD2abc1	Transport
rxn02005	Trehalose transport via PEP:Pyr PTS	Transport
rxn05301	L tyrosine reversible transport via proton symport	Transport
rxn10144	ASNabc	Transport
rxn05625	Nitrite transport in via proton symport, reversible	Transport
rxn05557	FEDCabc	Transport
rxn05551	ETHAt6	Transport
rxn05515	Cobalamin uptake in via ABC transport	Transport
rJB00223	D-L-Inositol-ABC transport	Transport
rxn05526	chromate transport out via proton antiport	Transport
rxn05618	Manganese transport in via proton symport	Transport
rxn10963	Iron  II  transport	Transport
rJB00241	Pyroglutamate porin	Transport
rxn09674	L lysine reversible transport via proton symport	Transport
rxn10171	D-Lactate permease	Transport
rxn05470	Glycolate transport via proton symport, reversible	Transport
rxn05602	L lactate reversible transport via proton symport	Transport
rxn10571	Magnesium transport via ABC system	Transport
rxn05616	MGt5	Transport
rxn05157	Urea transport via ABC system	Transport
rxn05299	L histidine reversible transport via proton symport	Transport
rxn05494	D-alanine transport via proton symport	Transport
rxn12604	Urocanate transporter	Transport
rxn10131	Arginine/ornithine antiporter	Transport
rxn10165	Glycerol-3-phosphate : phosphate antiporter	Transport
rxn10581	NIt5	Transport
rxn08262	Carnitine transporter	Transport
rxn05638	L proline reversible transport via proton symport	Transport
rxn05214	citrate transport in via Mg complex	Transport
rxn05211	Citrate reversible transport via symport	Transport
rxn10151	Aspartate transport via proton symport (2 H)	Transport
rxn05217	L aspartate reversible transport via proton symport	Transport
rxn05297	L glutamate transport via proton symport  reversible	Transport
rxn13832	N-formyl-L-methionine transport via ABC system	Transport
rxn05493	2 oxoglutarate reversible transport via symport	Transport
rxn05467	CO2 transporter via diffusion	Transport
rxn05319	H2O transport via diffusion	Transport
rxn10577	N2tr	Transport
rxn05468	O2 transport  diffusion 	Transport
rxn13799	5mta transport irreversible, extracellular	Transport
rxn05488	Acetate reversible transport via proton symport	Transport
rxn05495	BALAt2r	Transport
rxn05511	Butanediol transport in/out via proton symport	Transport
rxn13822	deoxyadenosine transport	Transport
rxn09683	Ethanol reversible transport	Transport
rxn13837	glutarate transport via h+ symport	Transport
rxn09680	Glycoaldehydye reversible transport	Transport
rxn13924	PQS release	Transport
rxn05469	Pyruvate transport in via proton symport	Transport
rJB00285	cis-2-Decenoic acid(DSF) release	Transport
rxn00686	Dihydrofolate reductase	Folate biosynthesis
rxn01314	NADPH:6,7-dihydropteridine oxidoreductase	Folate biosynthesis
rxn02503	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	Folate biosynthesis
rxn00299	GTP cyclohydrolase I	Folate biosynthesis
rxn02504	DHNPA	Folate biosynthesis
rxn03236	4a-hydroxytetrahydrobiopterin dehydratase;	Folate biosynthesis
rxn04989	phenylalanine 4-monooxygenase	Folate biosynthesis
rxn01257	4-amino-4-deoxychorismate synthase	Folate biosynthesis
rxn02986	6-pyruvoyltetrahydropterin synthase	Folate biosynthesis
rxn03841	4-aminobenzoate synthase	Folate biosynthesis
rxn01603	Dihydrofolate synthase	Folate biosynthesis
rxn00689	Tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming)	Folate biosynthesis
rxn03167	Alkaline phosphatase  Dihydroneopterin 	Folate biosynthesis
rxn01521	5&apos;-nucleotidase (dUMP)	Folate biosynthesis
rxn02201	FOLD3	Folate biosynthesis
rxn01732	Itaconyl-CoA synthetase	Carbon Metabolism
rxn01805	Itaconyl-CoA hydratase	Carbon Metabolism
rxn01734	Succinyl-CoA:itaconate-CoA transferase	Carbon Metabolism
rxn00177	Citramalyl-CoA lyase	Carbon Metabolism
rPY00172	Phosphatidylglycerol synthase (n-C16:0 16:1)	Glycerolipid synthesis
rPY00175	Phosphatidylglycerol synthase (n-C18:0 18:1)	Glycerolipid synthesis
rPY00173	phosphatidylglycerol phosphate phosphatase (n-C16:0 16:1)	Glycerolipid synthesis
rPY00176	phosphatidylglycerol phosphate phosphatase (n-C18:0 18:1)	Glycerolipid synthesis
rPY00182	Cyclopropanation Cardiolipin(n-C19:0cyc)	Glycerolipid synthesis
rPY00180	S-adenosylmethionine decarboxylase proenzyme	Glycerolipid synthesis
rPY00166	S-Adenosylmethionine decarboxylase proenzyme (PE170cyc)	Glycerolipid synthesis
rPY00171	S-Adenosylmethionine decarboxylase proenzyme (PE190cyc)	Glycerolipid synthesis
rPY00174	S-Adenosylmethionine decarboxylase proenzyme (PG170cyc)	Glycerolipid synthesis
rPY00177	S-Adenosylmethionine decarboxylase proenzyme (PG190cyc)	Glycerolipid synthesis
rxn03910	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	Biosynthesis of steroids
rxn03907	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	Biosynthesis of steroids
rxn03909	1-deoxy-D-xylulose 5-phosphate synthase	Biosynthesis of steroids
rxn03908	4-(cytidine 5&apos;-diphospho)-2-C-methyl-D-erythritol kinase	Biosynthesis of steroids
rxn13795	3-aminopropanaldehyde dehydrogenase	beta-Alanine metabolism
rxn00346	Aspartate 1-decarboxylase	beta-Alanine metabolism
rxn02250	1,3-diaminopropane oxidase	beta-Alanine metabolism
rxn13904	rhamnosyltransferase 2	Rhamnolipid synthesis
rxn13903	rhamnosyltransferase chain B	Rhamnolipid synthesis
rxn13902	rhamnosyltransferase chain A	Rhamnolipid synthesis
rxn11245	3-isopropylmalate dehydrogenase 2	Valine, leucine and isoleucine biosynthesis
rxn09896	isoleucine dehydrogenase	Valine, leucine and isoleucine biosynthesis
rxn01045	valine dehydrogenase	Valine, leucine and isoleucine biosynthesis
rxn08764	Ketol-acid reductoisomerase (2-Acetolactate)	Valine, leucine and isoleucine biosynthesis
rxn00902	2-isopropylmalate synthase	Valine, leucine and isoleucine biosynthesis
rxn02789	2-isopropylmalate hydratase	Valine, leucine and isoleucine biosynthesis
rxn02811	3-isopropylmalate dehydratase	Valine, leucine and isoleucine biosynthesis
rxn00737	L-threonine deaminase	Valine, leucine and isoleucine biosynthesis
rxn01331	Erythrose 4-phosphate dehydrogenase	Vitamin B6 metabolism
rxn03951	NAD-dependent threonine 4-phosphate dehydrogenase	Vitamin B6 metabolism
rxn02939	Erythronate 4-phosphate (4per) dehydrogenase	Vitamin B6 metabolism
rxn13803	Glutamine transaminase	Vitamin B6 metabolism
rxn09566	Pyridoxal oxidase	Vitamin B6 metabolism
rxn00208	pyridoxamine-phosphate oxidase	Vitamin B6 metabolism
rxn01252	Pyridoxine oxidase	Vitamin B6 metabolism
rxn00209	Pyridoxine 5&apos;-phosphate oxidase	Vitamin B6 metabolism
rxn03445	O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase	Vitamin B6 metabolism
rxn01398	Pyridoxine 5-phosphate phosphatase	Vitamin B6 metabolism
rxn03446	4-Hydroxy-L-threonine synthase	Vitamin B6 metabolism
rxn00124	Pyridoxal kinase	Vitamin B6 metabolism
rxn01807	Pyridoxamine kinase	Vitamin B6 metabolism
rxn01396	Pyridoxine kinase	Vitamin B6 metabolism
rxn03900	undecaprenol kinase	Peptidoglycan biosynthesis
rxn03901	Undecaprenyl-diphosphatase	Peptidoglycan biosynthesis
rxn10199	Peptidoglycan subunit synthesis	Peptidoglycan biosynthesis
rxn03408	UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	Peptidoglycan biosynthesis
rxn02008	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase	Peptidoglycan biosynthesis
rxn03904	Phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)	Peptidoglycan biosynthesis
rxn02011	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate synthetase	Peptidoglycan biosynthesis
rxn10076	PPTGS	Peptidoglycan biosynthesis
PA14_Biomass	P. aeruginosa PA14 biomass	Biomass
rxn02003	DTDP-4-dehydrorhamnose reductase	Streptomycin biosynthesis
rxn01997	DTDPglucose 4,6-dehydratase	Streptomycin biosynthesis
rxn02000	DTDP-4-dehydrorhamnose 3,5-epimerase	Streptomycin biosynthesis
rxn00085	Glutamate synthase (NADPH)	Glutamate metabolism
rxn00190	Nicotinate-mononucleotide adenylyltransferase	Glutamate metabolism
rxn00187	glutamine synthetase	Glutamate metabolism
rxn00414	Carbamoyl-phosphate synthase (glutamine-hydrolysing)	Glutamate metabolism
rxn00790	Glutamine phosphoribosyldiphosphate amidotransferase	Glutamate metabolism
rxn06937	Glutamyl-tRNA synthetase	Glutamate metabolism
rxn00260	Aspartate transaminase	Glutamate metabolism
rxn00555	Glutamine-fructose-6-phosphate transaminase	Glutamate metabolism
rxn13925	probable FAD-dependent monooxygenase	Quorum sensing
rxn13841	HHQ synthesis	Quorum sensing
rxn13855	N-(3-oxo-dodecanoyl)-L-homoserine lactone synthase	Quorum sensing
rxn13797	3-oxo-C12-homoserine lactone acylase	Quorum sensing
rxn13813	C4-homoserine lactone acylase	Quorum sensing
rxn13860	N-butyryl-L-homoserine lactone synthase	Quorum sensing
rJB00283	cis-2-Decenoic acid(DSF) synthase	Quorum sensing
rJB00284	cis-2-Decenoic acid(DSF) synthase	Quorum sensing
rxn02474	5-amino-6-(5-phosphoribosylamino)uracil reductase	Riboflavin metabolism
rxn00122	FMN adenylyltransferase	Riboflavin metabolism
rxn00300	GTP cyclohydrolase II (25drapp)	Riboflavin metabolism
rxn00048	riboflavin synthase	Riboflavin metabolism
rxn05039	pyrimidine phosphatase	Riboflavin metabolism
rxn03080	riboflavin synthase	Riboflavin metabolism
rxn13905	3,4 Dihydroxy-2-butanone-4-phosphate synthase	Riboflavin metabolism
rxn02475	diaminohydroxyphosphoribosylaminopyrimidine deaminase	Riboflavin metabolism
rxn00392	Riboflavin kinase	Riboflavin metabolism
rxn01740	Shikimate dehydrogenase	Phenylalanine, tyrosine and tryptophan biosynthesis
rxn01268	Prephenate dehydrogenase	Phenylalanine, tyrosine and tryptophan biosynthesis
rxn00727	Anthranilate synthase	Phenylalanine, tyrosine and tryptophan biosynthesis
rxn01964	tryptophan synthase (indoleglycerol phosphate)	Phenylalanine, tyrosine and tryptophan biosynthesis
rxn00493	Phenylalanine transaminase	Phenylalanine, tyrosine and tryptophan biosynthesis
rxn01332	3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase	Phenylalanine, tyrosine and tryptophan biosynthesis
rxn02213	3-dehydroquinate dehydratase, irreversible	Phenylalanine, tyrosine and tryptophan biosynthesis
rxn00791	Anthranilate phosphoribosyltransferase	Phenylalanine, tyrosine and tryptophan biosynthesis
rxn02507	indole-3-glycerol-phosphate synthase	Phenylalanine, tyrosine and tryptophan biosynthesis
rxn01255	Chorismate synthase	Phenylalanine, tyrosine and tryptophan biosynthesis
rxn02508	Phosphoribosylanthranilate isomerase	Phenylalanine, tyrosine and tryptophan biosynthesis
rxn02476	3-phosphoshikimate 1-carboxyvinyltransferase	Phenylalanine, tyrosine and tryptophan biosynthesis
rxn01256	Chorismate mutase	Phenylalanine, tyrosine and tryptophan biosynthesis
rxn01000	Prephenate dehydratase	Phenylalanine, tyrosine and tryptophan biosynthesis
rxn02212	3-dehydroquinate synthase	Phenylalanine, tyrosine and tryptophan biosynthesis
rxn01739	Shikimate kinase	Phenylalanine, tyrosine and tryptophan biosynthesis
rxn21407	pyochelin synthase complex	Biosynthesis of siderophore group nonribosomal peptides
rxn42682	L-ornithine 5-monooxygenase	Biosynthesis of siderophore group nonribosomal peptides
rxn02177	isochorismatase	Biosynthesis of siderophore group nonribosomal peptides
rPY00218	ferribactin synthase complex	Biosynthesis of siderophore group nonribosomal peptides
rxn13827	enterochelin synthase	Biosynthesis of siderophore group nonribosomal peptides
rPY00217	hydroxy-L-ornithine formylase	Biosynthesis of siderophore group nonribosomal peptides
rxn04454	isochorismate pyruvate lyase	Biosynthesis of siderophore group nonribosomal peptides
rPY00219	maturation of pyoverdine I	Biosynthesis of siderophore group nonribosomal peptides
rxn01093	2,3-dihydroxybenzoate adenylate synthase	Biosynthesis of siderophore group nonribosomal peptides
rJB00282	Dha production from EPch-like siderophore synthase complex	Biosynthesis of siderophore group nonribosomal peptides
rxn13787	pyocyanin synthesis	Phenazine biosynthesis
rxn13896	pyocyanin synthesis	Phenazine biosynthesis
rxn13885	phenazine-1-carboxylic acid synthesis, step 3	Phenazine biosynthesis
rxn13823	phenazine-1-carboxylic acid synthesis, step 2	Phenazine biosynthesis
rxn13801	phenazine-1-carboxylic acid synthesis, step 1	Phenazine biosynthesis
rxn08103	Alanine transaminase	Phenazine biosynthesis
rxn13890	phenazine-1-carboxamide synthetase	Phenazine biosynthesis
rxn13798	probable phenazine-specific methyltransferase	Phenazine biosynthesis
rxn03532	precorrin-3B synthase	Porphyrin and chlorophyll metabolism
rxn13839	hydrogenobyrinic acid a,c-diamide cobaltochelatase	Porphyrin and chlorophyll metabolism
rxn13682	Oxygen Independent coproporphyrinogen-III oxidase	Porphyrin and chlorophyll metabolism
rxn02774	Sirohydrochlorin dehydrogenase (NAD)	Porphyrin and chlorophyll metabolism
rxn03492	PC6AR	Porphyrin and chlorophyll metabolism
rxn06591	Glutamyl-tRNA reductase	Porphyrin and chlorophyll metabolism
rxn01629	Glutamate-1-semialdehyde aminotransferase	Porphyrin and chlorophyll metabolism
rxn02287	Uroporphyrinogen methyltransferase	Porphyrin and chlorophyll metabolism
rxn03541	adenosylcobinamide-phosphate synthase	Porphyrin and chlorophyll metabolism
rxn02303	Coproporphyrinogen oxidase (O2 required)	Porphyrin and chlorophyll metabolism
rxn10090	Cobinamide adenyltransferase	Porphyrin and chlorophyll metabolism
rxn11544	Hydrogenobyrinate a,c diamide synthase	Porphyrin and chlorophyll metabolism
rxn03540	Adenosylcobyric acid synthase (glutamine-hydrolysing)	Porphyrin and chlorophyll metabolism
rxn13861	nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase	Porphyrin and chlorophyll metabolism
rxn08707	Heme O synthase  mitochondrial	Porphyrin and chlorophyll metabolism
rxn12221	sirohydrochlorin ferrochetalase	Porphyrin and chlorophyll metabolism
rxn03513	PC17M	Porphyrin and chlorophyll metabolism
rxn02775	PC20M	Porphyrin and chlorophyll metabolism
rxn03512	PC8XM	Porphyrin and chlorophyll metabolism
rxn03491	PC6YM	Porphyrin and chlorophyll metabolism
rxn03514	PC11M	Porphyrin and chlorophyll metabolism
rxn12218	Heme B synthesis reaction	Porphyrin and chlorophyll metabolism
rxn09179	Protoporphyrinogen oxidase (aerobic)	Porphyrin and chlorophyll metabolism
rxn02288	Uroporphyrinogen decarboxylase (uroporphyrinogen III)	Porphyrin and chlorophyll metabolism
rxn00029	Porphobilinogen synthase	Porphyrin and chlorophyll metabolism
rxn02264	Uroporphyrinogen-III synthase	Porphyrin and chlorophyll metabolism
rxn00060	hydroxymethylbilane synthase	Porphyrin and chlorophyll metabolism
rxn13893	protoporphyrinogen oxidase anaerobic	Porphyrin and chlorophyll metabolism
rxn01115	Phosphogluconate dehydrogenase	Glutathione metabolism
rxn00086	Glutathione oxidoreductase	Glutathione metabolism
rxn00198	Isocitrate dehydrogenase (NADP)	Glutathione metabolism
rxn00470	ornithine decarboxylase	Glutathione metabolism
rxn00351	Glutathione synthetase	Glutathione metabolism
rxn01406	Spermidine synthase	Glutathione metabolism
rxn00646	Gamma-glutamylcysteine synthetase	Glutathione metabolism
rxn02842	DGC3D	Pentose and glucuronate interconversions
rxn01199	Xylulokinase	Pentose and glucuronate interconversions
rxn01297	Hypoxanthine dehydrogenase	Purine metabolism
rxn01522	Xanthine dehydrogenase	Purine metabolism
rxn00834	IMP dehydrogenase	Purine metabolism
rxn03004	Phosphoribosylglycinamide formyltransferase	Purine metabolism
rxn01352	Nucleoside triphosphate tripolyhydrolase	Purine metabolism
rxn09016	Nucleoside triphosphate tripolyhydrolase	Purine metabolism
rxn05231	Ribonucleoside-diphosphate reductase (ADP)	Purine metabolism
rxn05233	Ribonucleoside-diphosphate reductase (GDP)	Purine metabolism
rxn01225	guanine deaminase	Purine metabolism
rxn13842	H+/K+-exchanging ATPase	Purine metabolism
rxn00065	Adenylate cyclase	Purine metabolism
rxn05229	NCAIR synthetase and NCAIR mutase	Purine metabolism
rxn02938	Phosphoribosylaminoimidazole carboxylase	Purine metabolism
rxn00927	Adenosine hydrolase	Purine metabolism
rxn01299	Inosine hydrolase	Purine metabolism
rxn00926	adenine deaminase	Purine metabolism
rxn01137	Adenosine deaminase	Purine metabolism
rxn01858	Deoxyadenosine deaminase	Purine metabolism
rxn00095	Ap4A hydrolase	Purine metabolism
rxn00303	GTP diphosphokinase	Purine metabolism
rxn02937	Phosphoribosylaminoimidazole synthase	Purine metabolism
rxn03147	phosphoribosylaminoimidazolesuccinocarboxamide synthase	Purine metabolism
rxn00327	Ureidoglycolate hydrolase	Purine metabolism
rxn01746	Allantoate amidinohydrolase  reversible	Purine metabolism
rxn00139	Adenine phosphoribosyltransferase	Purine metabolism
rxn05232	Ribonucleoside triphosphate reductase  ATP 	Purine metabolism
rxn05235	Ribonucleoside triphosphate reductase  CTP 	Purine metabolism
rxn05234	Ribonucleoside triphosphate reductase  GTP 	Purine metabolism
rxn05236	Ribonucleoside triphosphate reductase  UTP 	Purine metabolism
rxn00134	Adenosine kinase	Purine metabolism
rxn09370	Uricase	Purine metabolism
rxn03136	Adenylosuccinate lyase	Purine metabolism
rxn00800	Adenylsuccinate lyase	Purine metabolism
rxn00132	5&apos;-nucleotidase (AMP)	Purine metabolism
rxn01507	5&apos;-nucleotidase (dAMP)	Purine metabolism
rxn01445	5&apos;-nucleotidase (dGMP)	Purine metabolism
rxn00913	5&apos;-nucleotidase (GMP)	Purine metabolism
rxn00831	5&apos;-nucleotidase (IMP)	Purine metabolism
rxn01961	5&apos;-nucleotidase (XMP)	Purine metabolism
rxn08067	Adentylate kinase (ITP)	Purine metabolism
rxn00097	Adenylate kinase	Purine metabolism
rxn01127	Deoxyadenylate kinase	Purine metabolism
rxn08066	Adentylate kinase (GTP)	Purine metabolism
rxn04783	GAR transformylase-T	Purine metabolism
rxn03084	Phosphoribosylformylglycinamidine synthase	Purine metabolism
rxn00917	GMP synthase	Purine metabolism
rxn00839	Nucleoside-diphosphate kinase (ATP:dADP)	Purine metabolism
rxn01353	Nucleoside-diphosphate kinase (ATP:dGDP)	Purine metabolism
rxn00237	Nucleoside-diphosphate kinase (ATP:GDP)	Purine metabolism
rxn00131	AMP nucleosidase	Purine metabolism
rxn00915	Guanine phosphoribosyltransferase	Purine metabolism
rxn00836	Hypoxanthine phosphoribosyltransferase (Hypoxanthine)	Purine metabolism
rxn00832	IMP cyclohydrolase	Purine metabolism
rxn03137	Phosphoribosylaminoimidazolecarboxamide formyltransferase	Purine metabolism
rxn02895	Phosphoribosylglycinamide synthase	Purine metabolism
rxn00838	Adenylosuccinate synthase	Purine metabolism
rxn01509	Deoxyguanylate kinase (dGMP:ATP)	Purine metabolism
rxn00239	Guanylate kinase (GMP:ATP)	Purine metabolism
rxn00242	Guanosine-3&apos;,5&apos;-bis(diphosphate) 3&apos;-diphosphatase	Purine metabolism
rxn10053	phosphoribosylaminoimidazole carboxylase (ATP-dependent)	Purine metabolism
rxn05115	Phosphoribosylaminoimidazole carboxylase (mutase rxn)	Purine metabolism
rxn01748	Allantoinase	Purine metabolism
rxn00859	Histidinol dehydrogenase	Histidine metabolism
rxn02160	Histidinol-phosphatase	Histidine metabolism
rxn03135	Imidazole-glycerol-3-phosphate synthase	Histidine metabolism
rxn01639	Formimidoylglutamase	Histidine metabolism
rxn02320	Histidinol-phosphate transaminase	Histidine metabolism
rxn00789	ATP phosphoribosyltransferase	Histidine metabolism
rxn02835	Phosphoribosyl-AMP cyclohydrolase	Histidine metabolism
rxn02834	Phosphoribosyl-ATP pyrophosphatase	Histidine metabolism
rxn01642	Imidazolonepropionase	Histidine metabolism
rxn02085	Urocanase	Histidine metabolism
rxn01640	FORGLUIH	Histidine metabolism
rxn03175	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase	Histidine metabolism
rxn02473	Imidazoleglycerol-phosphate dehydratase	Histidine metabolism
rxn13808	Nitrite reductase (NADH)	Nitrogen metabolism
rxn00184	Glutamate dehydrogenase (NAD)	Nitrogen metabolism
rxn00138	NADS1m	Nitrogen metabolism
rxn00567	nitrite reductase (NO forming)	Nitrogen metabolism
rJB00273	nitric-oxide reductase	Nitrogen metabolism
rJB00274	nitric-oxide reductase	Nitrogen metabolism
rxn12498	Nitrate reductase (Ubiquinol-8)	Nitrogen metabolism
rJB00269	Nitrate reductase (Ubiquinol-9)	Nitrogen metabolism
rxn00867	Histidase r	Nitrogen metabolism
rxn00019	2-Nitropropane Dioxygenase	Nitrogen metabolism
rxn05063	carbamate hydro-lyase	Nitrogen metabolism
rxn08277	Cyanate aminohydrolase	Nitrogen metabolism
rxn00102	HCO3 equilibration reaction	Nitrogen metabolism
rxn00429	ALDD1	Methane metabolism
rxn05030	undecaprenyl-diphosphate synthase	Terpenoid backbone biosynthesis
rxn05108	2-keto-4-methylthiobutyrate transamination	Cysteine and methionine metabolism
rxn00649	Cysteine synthase	Cysteine and methionine metabolism
rxn01304	Homoserine O-succinyltransferase	Cysteine and methionine metabolism
rxn00953	Cystathionine beta synthase	Cysteine and methionine metabolism
rxn00742	cystathionine g-lyase	Cysteine and methionine metabolism
rxn02302	Metb1	Cysteine and methionine metabolism
rxn01816	O-succinylhomoserine lyase (L-cysteine)	Cysteine and methionine metabolism
rxn00455	Formylmethionine deformylase	Cysteine and methionine metabolism
rxn05104	5-Methylthio-5-deoxy-D-ribulose 1-phosphate dehydratase	Cysteine and methionine metabolism
rxn05092	1 2 dihydroxy 3 keto 5 methylthiopentene dioxygenase  2 keto 4 methylthiobutyrate 	Cysteine and methionine metabolism
rxn05091	1 2 dihydroxy 3 keto 5 methylthiopentene dioxygenase  3 methylthiopropionate 	Cysteine and methionine metabolism
rxn05107	enolase-phosphatase E-1	Cysteine and methionine metabolism
rxn00693	Methionine synthase	Cysteine and methionine metabolism
rxn01022	5&apos;-methylthioadenosine phosphorylase	Cysteine and methionine metabolism
rxn05957	O succinylhomoserine lyase  H2S 	Cysteine and methionine metabolism
rxn13915	2-keto-4-methylthiobutyrate transamination	Cysteine and methionine metabolism
rxn13916	2-keto-4-methylthiobutyrate transamination	Cysteine and methionine metabolism
rxn13917	2-keto-4-methylthiobutyrate transamination	Cysteine and methionine metabolism
rxn03057	5-methylthioribose-1-phosphate isomerase	Cysteine and methionine metabolism
rxn00423	Serine O-acetyltransferase	Cysteine and methionine metabolism
rxn00453	O acetylhomoserine  thiol  lyase	Cysteine and methionine metabolism
rxn01294	benzoylformate decarboxylase	Aminobenzoate degradation
rxn01945	4 hydroxyphenylacetate 3 monooxygenase nadh	Tyrosine metabolism
rJB00104	3-hydroxyphenylacetate-3-monooxygenase small chain	Tyrosine metabolism
rxn03055	4 carboxy 2 hydroxymuconate 6 semialdehyde dehydrogenase	Tyrosine metabolism
rxn02276	Maleylacetoacetate isomerase	Tyrosine metabolism
rxn00527	Tyrosine transaminase	Tyrosine metabolism
rxn00993	Fumarylacetoacetase	Tyrosine metabolism
rxn01825	Homogentisateoxygen 1 2 oxidoreductase  decyclizing 	Tyrosine metabolism
rxn02366	3 4 dihydroxyphenylacetate 2 3 dioxygenase	Tyrosine metabolism
